bidder_id,bids,auction_unique,merchandise_unique,device_unique,time_unique,country_unique,ip_unique,url_unique,bids_mean_auction_unique,bids_mean_merchandise_unique,bids_mean_device_unique,bids_mean_time_unique,bids_mean_country_unique,bids_mean_ip_unique,bids_mean_url_unique,num_auctions_won,first_bid,time_diff_prev_bid,time_diff_user_bids,y
026819504b59bc4eefb9963d5fe4271aql15u,4,2,1,1,4,1,3,2,0.5,0.25,0.25,1.0,0.25,0.75,0.5,0.0,0.0,70175438.66666666,16113157894736.75,0.0
02cfc97e8fded77671e71e1951723d5fwz6a4,2,2,1,1,2,1,2,1,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.0,2894736842.0,0.0,0.0
0318e0a173f7c65db40116b903884c854x258,10960,321,1,611,10738,122,6778,1701,0.029288321167883213,9.124087591240875e-05,0.05574817518248175,0.9797445255474453,0.01113138686131387,0.6184306569343065,0.15520072992700729,0.06230529595015576,0.03426791277258567,420124309737.5302,2347851154034.987,0.0
031da7aea2d4b75ac8ecba4825bc1318yki1d,9,7,1,8,9,3,8,8,0.7777777777777778,0.1111111111111111,0.8888888888888888,1.0,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0,0.0,1503759398.142857,328770676691.7143,0.0
03244a553a252dcc3a3037f0371c8d33fmpd1,3,3,1,3,3,1,3,3,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,333333333.0,0.0,0.0
0353aa9e97bd46119c90b8892f99982esfem3,174,87,1,67,174,10,85,46,0.5,0.005747126436781609,0.3850574712643678,1.0,0.05747126436781609,0.4885057471264368,0.26436781609195403,0.0,0.0,76488531674.01811,6474521096628.725,0.0
036a4050a5dd65e70f0f613ec2e38a74re026,2,2,1,2,2,1,2,2,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1131578947.5,0.0,0.0
037d9f10da403d8d5f94b6e2957a3702f6x07,12901,592,1,786,12576,45,5128,6609,0.04588791566545229,7.751337105650724e-05,0.0609255096504147,0.9748081544066352,0.003488101697542826,0.39748856677776917,0.5122858693124563,0.17736486486486486,0.16385135135135134,329218137276.49634,1191566628442.1829,0.0
0381a69b7a061e9ace2798fd48f1f537mgq57,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
03a1e81cb7bcd15014489a6f752c9d5b7pvel,30,15,1,4,29,3,4,6,0.5,0.03333333333333333,0.13333333333333333,0.9666666666666667,0.1,0.13333333333333333,0.2,0.0,0.0,22300877193.066666,175065497076.03333,0.0
03aafab9868455b78f0723eda86698ba9v9rm,10776,371,1,396,10589,77,4720,190,0.034428359317000744,9.279881217520415e-05,0.036748329621380846,0.9826466221232368,0.00714550853749072,0.43801039346696363,0.01763177431328879,0.018867924528301886,0.008086253369272238,59043692163.72609,2543555416946.1973,0.0
03e884d3e7e3356608187d2345e4693fyt29x,12,9,1,9,12,2,11,2,0.75,0.08333333333333333,0.75,1.0,0.16666666666666666,0.9166666666666666,0.16666666666666666,0.0,0.0,19441520467.833332,722175438596.4445,0.0
041d869edcadf595b90e3b5248903183pn754,993,103,1,19,992,13,290,3,0.10372608257804633,0.0010070493454179255,0.019133937562940583,0.998992950654582,0.013091641490433032,0.29204431017119836,0.0030211480362537764,0.009708737864077669,0.009708737864077669,264394305935.78564,4127969601441.3574,1.0
042780ee9a3730703e35340c575c3cbb7zjwk,4,3,1,4,4,3,3,1,0.75,0.25,1.0,1.0,0.75,0.75,0.25,0.0,0.0,47833333333.666664,35087719.333333336,0.0
0446457fc8e21596799158406f77b14catx8w,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,52631579.0,0.0,0.0
04636b6c61c80f5325efe61183e8edb01ko20,4,4,1,3,4,1,3,3,1.0,0.25,0.75,1.0,0.25,0.75,0.75,0.0,0.0,2723684210.5,0.0,0.0
047558bebab9292a5d4c85d6ee768784j2hdd,22217,231,1,650,21620,80,12517,3259,0.010397443399198812,4.501057748570914e-05,0.029256875365710942,0.9731286852410317,0.0036008461988567314,0.5633973983886214,0.14668947202592608,0.021645021645021644,0.008658008658008658,852815948423.9009,3857603639176.391,0.0
0496c24a6a7f593f28bf7896350e946advl6i,17,14,1,15,17,1,12,9,0.8235294117647058,0.058823529411764705,0.8823529411764706,1.0,0.058823529411764705,0.7058823529411765,0.5294117647058824,0.07142857142857142,0.0,114915413533.83928,76011278195.47618,0.0
04c6b750b0552089c87ae03de72289cfcpfmh,14,12,1,11,14,8,13,7,0.8571428571428571,0.07142857142857142,0.7857142857142857,1.0,0.5714285714285714,0.9285714285714286,0.5,0.0,0.0,45966374269.13889,29293859649.125,0.0
050a3b29ca1818e1f237df8132bc2013bcuxi,40,21,1,21,40,11,36,19,0.525,0.025,0.525,1.0,0.275,0.9,0.475,0.0,0.0,13903884711.849998,764096198830.3715,0.0
053cefb7e952bd81d7a6db267a121747te7lo,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28210526316.0,0.0,0.0
0547dbd3ecb4a293913f138d60b586fdf4ane,294,33,1,4,294,41,280,3,0.11224489795918367,0.003401360544217687,0.013605442176870748,1.0,0.13945578231292516,0.9523809523809523,0.01020408163265306,0.0,0.06060606060606061,81973546832.45337,892587786097.4781,0.0
054b51d059fe981ca8cc4e0d4c49aabb5mck7,1474,246,1,278,1472,31,569,549,0.16689280868385345,0.0006784260515603799,0.18860244233378562,0.9986431478968792,0.02103120759837178,0.3860244233378562,0.3724559023066486,0.016260162601626018,0.016260162601626018,28769151431.75628,1145640648471.582,0.0
055282b75717345ba6f53d40e9e6d6c56qrzp,13133,346,1,920,12420,129,7486,5658,0.026345846341277696,7.614406457016675e-05,0.07005253940455342,0.9457092819614711,0.009822584329551512,0.5700144673722684,0.4308231173380035,0.06069364161849711,0.07803468208092486,148359456467.01614,829780661076.8284,0.0
055eb52087e0080b8ebca74be4f823f5c819l,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10894736842.0,0.0,0.0
0565a780f2c5b46837bbe9739ef15ea92fdu0,1149,203,1,229,1144,48,871,102,0.17667536988685814,0.0008703220191470844,0.19930374238468232,0.9956483899042646,0.04177545691906005,0.7580504786771105,0.08877284595300261,0.0049261083743842365,0.0049261083743842365,19145490488.276848,1151521069145.1401,0.0
0580f2e77b4c0dd3b5cda8a1641cb9fenmo0i,86,43,1,30,85,2,45,12,0.5,0.011627906976744186,0.3488372093023256,0.9883720930232558,0.023255813953488372,0.5232558139534884,0.13953488372093023,0.0,0.0,25390860873.124805,2363482907851.029,0.0
0589cf78c4bece729f0ac620557210e13no3n,28,1,1,18,28,4,20,12,0.03571428571428571,0.03571428571428571,0.6428571428571429,1.0,0.14285714285714285,0.7142857142857143,0.42857142857142855,0.0,0.0,67669172.96428572,2841869395711.5186,0.0
058a4e0ac0a20f504cc9c6aae2a896e6too9v,3,1,1,3,3,1,3,1,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,35087719.333333336,3785184210526.0,0.0
05a07a27e235d01fe480ea6ac73b8838jq28x,139,68,1,64,139,10,118,28,0.4892086330935252,0.007194244604316547,0.460431654676259,1.0,0.07194244604316546,0.8489208633093526,0.2014388489208633,0.0,0.029411764705882353,12024007700.233917,1506719943240.4878,0.0
05ae7ea9549ae298bbbc8002b4229392e0ilf,4,1,1,2,4,2,4,4,0.25,0.25,0.5,1.0,0.5,1.0,1.0,0.0,0.0,26315789.5,24909561403508.668,0.0
05c6b93bf8f083b2d0a03ffc0fc3524ba8fi5,10,1,1,1,10,1,1,3,0.1,0.1,0.1,1.0,0.1,0.1,0.3,0.0,0.0,19978947368.5,500918128655.0,0.0
05c9fe8f8852ea069a93dfe39fc0571er9mdt,91,66,1,48,91,14,76,62,0.7252747252747253,0.01098901098901099,0.5274725274725275,1.0,0.15384615384615385,0.8351648351648352,0.6813186813186813,0.0,0.0,18398724083.001263,2810432216905.897,0.0
060ac64ff78ae62e9bc697192cebea333760p,194,24,1,6,147,4,9,5,0.12371134020618557,0.005154639175257732,0.030927835051546393,0.7577319587628866,0.020618556701030927,0.04639175257731959,0.02577319587628866,0.0,0.20833333333333334,189096536954.73386,357985697964.2978,1.0
061690ceb6004807b7906968bf382dfcbve7y,432,37,1,8,428,4,154,1,0.08564814814814815,0.0023148148148148147,0.018518518518518517,0.9907407407407407,0.009259259259259259,0.35648148148148145,0.0023148148148148147,0.0,0.08108108108108109,34734330799.45953,6720708642259.421,1.0
067ff22ebf0d33fe0deedc816d75973865jo7,330,58,1,66,329,19,166,63,0.17575757575757575,0.0030303030303030303,0.2,0.996969696969697,0.05757575757575758,0.503030303030303,0.19090909090909092,0.0,0.0,71789889835.16635,583619225530.2296,0.0
068450aafae2a6e390e35925d964290cdliqf,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,315789473.0,0.0,0.0
069d020584a0e8c61e622321d4c43881j7pl3,4,4,1,4,4,1,4,4,1.0,0.25,1.0,1.0,0.25,1.0,1.0,0.0,0.0,2631578947.5,0.0,0.0
069d251f2fc19102924468ab38349d5eou7ab,13,10,1,3,13,1,8,2,0.7692307692307693,0.07692307692307693,0.23076923076923078,1.0,0.07692307692307693,0.6153846153846154,0.15384615384615385,0.0,0.0,11239473684.1,1202026315789.4,0.0
06a58d4af0fe7ee15324b0e921e8de1260vef,9595,521,1,762,9503,127,5817,493,0.05429911412193851,0.00010422094841063054,0.07941636268890047,0.990411672746222,0.013236060448150079,0.6062532569046378,0.05138092756644085,0.013435700575815739,0.0,218000533897.20004,4659432387269.308,0.0
06b2d71c26ef3b6e29277f761cd0db90wuwjo,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,67789473685.0,0.0,0.0
06c281e31f83dcfd3fe70d2ee2d66bc7e6fw6,2,2,1,2,2,1,2,2,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,0.0,131578947.5,0.0,0.0
06ddad46112881df154e3bda0e90fe880r57n,177,6,1,1,174,1,177,5,0.03389830508474576,0.005649717514124294,0.005649717514124294,0.9830508474576272,0.005649717514124294,1.0,0.02824858757062147,0.0,0.0,1300321603.9200673,625174025.0614313,1.0
07012e0507b4281d430b93ddcd96cae66und7,18,13,1,15,18,2,17,9,0.7222222222222222,0.05555555555555555,0.8333333333333334,1.0,0.1111111111111111,0.9444444444444444,0.5,0.0,0.0,3799595141.948718,1381368421052.6155,0.0
074daf9a99b01591cb0637cb95c32600roriz,56,35,1,34,56,10,45,37,0.625,0.017857142857142856,0.6071428571428571,1.0,0.17857142857142858,0.8035714285714286,0.6607142857142857,0.02857142857142857,0.11428571428571428,478032305764.49713,1024897744360.9451,0.0
078e06b3288cf8f18ab7ed44b245fc56nbyfv,41,22,1,8,41,4,14,2,0.5365853658536586,0.024390243902439025,0.1951219512195122,1.0,0.0975609756097561,0.34146341463414637,0.04878048780487805,0.0,0.0,115516945773.54169,788140350877.1818,0.0
0817731a4d2e319f6f771da3f522b8bfv6njs,224,23,1,15,224,10,92,1,0.10267857142857142,0.004464285714285714,0.06696428571428571,1.0,0.044642857142857144,0.4107142857142857,0.004464285714285714,0.0,0.0,10724942252.179638,85861406539.65752,0.0
0825d381aa09d1d0c47c77c372f07acbe02ky,163,65,1,84,163,19,126,18,0.3987730061349693,0.006134969325153374,0.5153374233128835,1.0,0.1165644171779141,0.7730061349693251,0.11042944785276074,0.0,0.0,22692757663.430508,874171170600.4808,0.0
08353687608279ddd83e4d36fadd1cd8ritj3,4,1,1,4,4,2,4,4,0.25,0.25,1.0,1.0,0.5,1.0,1.0,0.0,0.0,52631579.0,2474035087719.3335,0.0
08515611e73803dc6d8c562b8514dfb5qi3z9,297,68,1,125,296,27,210,47,0.22895622895622897,0.003367003367003367,0.4208754208754209,0.9966329966329966,0.09090909090909091,0.7070707070707071,0.15824915824915825,0.014705882352941176,0.014705882352941176,9021291163.906294,766725368800.4476,0.0
0853bead89b03dd38a04d84f4312da7dukglz,4,4,1,3,4,2,4,1,1.0,0.25,0.75,1.0,0.5,1.0,0.25,0.0,0.0,22776315789.75,0.0,0.0
0870fb7e5701f3ba56762b03e157afdc1yw7u,558,55,1,98,556,16,165,241,0.0985663082437276,0.0017921146953405018,0.17562724014336917,0.996415770609319,0.02867383512544803,0.2956989247311828,0.43189964157706096,0.0,0.0,20942521542.45993,505348060447.9818,0.0
08981037e7a6c9032716ff25b15c9de25p63s,3005,279,1,235,2994,11,1034,941,0.09284525790349418,0.00033277870216306157,0.07820299500831947,0.9963394342762063,0.003660565723793677,0.34409317803660566,0.31314475873544095,0.021505376344086023,0.07885304659498207,513346875665.0289,2395194430984.8623,0.0
08a588ebf7b98f44f8fc695d02adfa25x0amy,3,3,1,2,3,1,2,2,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,67561403508.333336,0.0,0.0
08c39ef7252995e0749f7927249b8dcb1d3xh,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,52631579.0,0.0,0.0
090c77ac89c7063f0d0ce064ce3cb3afllf5h,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0918eedd8324da06abe5600f058480dc75nfo,21,4,1,14,21,7,19,9,0.19047619047619047,0.047619047619047616,0.6666666666666666,1.0,0.3333333333333333,0.9047619047619048,0.42857142857142855,0.0,0.0,2418859649.2916665,165814241486.05884,0.0
098bfc9c440f9ba9e6371f774ec6a36fa0sq6,4,3,1,4,4,2,4,4,0.75,0.25,1.0,1.0,0.5,1.0,1.0,0.0,0.0,13298245614.333334,3258175438596.3335,0.0
09d71d3e6a6871a7598dc2764c5bb4ffkz6mc,11,9,1,4,11,5,5,1,0.8181818181818182,0.09090909090909091,0.36363636363636365,1.0,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.0,0.0,3305263157894.8887,112339181286.55556,0.0
0a09adcd35b5f26d75f251006affc747drfu4,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15736842106.0,0.0,0.0
0a43de0ab0a7525fec59ef4bc1dda7a2z9z69,743,194,1,202,736,42,533,12,0.2611036339165545,0.0013458950201884253,0.2718707940780619,0.990578734858681,0.05652759084791386,0.7173620457604307,0.016150740242261104,0.010309278350515464,0.010309278350515464,46346962735.98296,1407666474619.8882,0.0
0a6ba32afe4756995db2f5cf2461cddbvj445,6,3,1,4,6,3,4,6,0.5,0.16666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.0,0.0,112517543859.33333,9754385965.0,0.0
0a7446b63f183a4928ae762ed6cd1c4b894qz,836,261,1,206,836,47,610,257,0.31220095693779903,0.0011961722488038277,0.24641148325358853,1.0,0.056220095693779906,0.7296650717703349,0.30741626794258375,0.0038314176245210726,0.0038314176245210726,53844763853.548874,3909964577643.044,0.0
0a92c4fa2bcdc8e952546d236b322053o5wbk,4,4,1,4,4,2,4,3,1.0,0.25,1.0,1.0,0.5,1.0,0.75,0.0,0.0,16368421053.0,0.0,0.0
0a9c5e1f261c937c09817ea2d5e949f34v8oe,21,7,1,5,21,5,19,1,0.3333333333333333,0.047619047619047616,0.23809523809523808,1.0,0.23809523809523808,0.9047619047619048,0.047619047619047616,0.0,0.0,5358737753.638529,805808270676.7429,0.0
0a9d614009139236f198ddb4759a498cen5ix,4,4,1,3,4,2,4,3,1.0,0.25,0.75,1.0,0.5,1.0,0.75,0.0,0.0,9499999999.75,0.0,0.0
0ad17aa9111f657d71cd3005599afc24fd44y,8263,569,1,564,8167,85,6110,1906,0.06886118843035217,0.00012102142079148009,0.06825608132639477,0.9883819436040179,0.010286820767275807,0.7394408810359434,0.23066682802856106,0.028119507908611598,0.040421792618629174,131446502310.25735,1139908331546.241,1.0
0ae09b09369c76737cba059d192451001nwce,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1947368421.0,0.0,0.0
0af208c4fc46ef9236052ff495016326zxoqf,2,1,1,1,2,1,1,1,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,236842105.5,2384578947368.0,0.0
0b3d5f829d18ba30d967fceecb58821c3oeqa,2348,253,1,405,2230,58,1007,100,0.10775127768313458,0.00042589437819420784,0.17248722316865417,0.9497444633730835,0.024701873935264053,0.42887563884156726,0.04258943781942078,0.003952569169960474,0.003952569169960474,173108462775.48645,5913267664258.338,0.0
0b450f2827ec670da34be66ec2a520213xcuk,2,1,1,1,2,1,2,1,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.0,1947368421.0,2829842105263.0,0.0
0b68888358a492884e3885bcd73ea63bhxidk,4,2,1,2,4,3,4,3,0.5,0.25,0.5,1.0,0.75,1.0,0.75,0.0,0.0,780701754.6666666,18568644736842.0,0.0
0bf6e0e5184b3599bbb4ba1fb3a43549ije34,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,52631579.0,0.0,0.0
0c55920fb607fef2d33324f33565758a6e4dj,39,22,1,27,39,10,37,7,0.5641025641025641,0.02564102564102564,0.6923076923076923,1.0,0.2564102564102564,0.9487179487179487,0.1794871794871795,0.0,0.0,5586492455.041958,704324162679.4281,0.0
0c57d8eaa2708b768416ca91dd8daa2cqbl31,25,15,1,8,25,5,11,1,0.6,0.04,0.32,1.0,0.2,0.44,0.04,0.0,0.0,30929883040.84778,3892712573099.422,0.0
0c5992f18244e24d2d7b4708a512378729eev,145,43,1,1,140,7,7,2,0.296551724137931,0.006896551724137931,0.006896551724137931,0.9655172413793104,0.04827586206896552,0.04827586206896552,0.013793103448275862,0.0,0.0,16871554370.459614,259437854811.3948,0.0
0cbd01c9e8cc800aabd3b3e4c618f9caktfgp,1955,106,1,245,1944,39,1280,784,0.05421994884910486,0.0005115089514066496,0.12531969309462915,0.9943734015345268,0.019948849104859334,0.6547314578005116,0.4010230179028133,0.009433962264150943,0.0,28709053445.44129,1016131445285.3201,0.0
0cca10034c58287ee6fbec14a3f96c3546sdh,10,1,1,8,10,5,10,7,0.1,0.1,0.8,1.0,0.5,1.0,0.7,0.0,0.0,47368421.0,8510561403508.777,0.0
0d0b3d6dc27d0f8eed70971f8c6bec1bdrs0f,100,31,1,29,100,6,66,21,0.31,0.01,0.29,1.0,0.06,0.66,0.21,0.0,0.03225806451612903,41503810601.790184,1199675382003.3809,0.0
0d0d43ac593a891ce100d8202d3d72c3xsma8,11,6,1,5,11,3,11,3,0.5454545454545454,0.09090909090909091,0.45454545454545453,1.0,0.2727272727272727,1.0,0.2727272727272727,0.0,0.0,3085526315.7916665,5877742690058.555,0.0
0d1815382b08885d76c671ab600133adeyp5e,3895,235,1,416,3854,73,2749,681,0.06033376123234917,0.00025673940949935817,0.10680359435173299,0.9894736842105263,0.018741976893453145,0.7057766367137356,0.1748395378690629,0.01276595744680851,0.00851063829787234,56012373172.671486,1090358886341.1544,0.0
0d9f78a6084bf15f42210bfeba95621255c89,6,6,1,5,6,2,6,5,1.0,0.16666666666666666,0.8333333333333334,1.0,0.3333333333333333,1.0,0.8333333333333334,0.0,0.0,57219298245.833336,0.0,0.0
0daf4f87eb695e2a84e4156154209e09k6ga5,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,578947369.0,0.0,0.0
0e373556d3bf588a1bb2ca6354120cf2dmvjs,3,3,1,3,3,2,3,2,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,157894737.0,0.0,0.0
0e5ec5baf2e15afdbf5212d8461e1ad9h3kr0,46,30,1,32,46,16,41,23,0.6521739130434783,0.021739130434782608,0.6956521739130435,1.0,0.34782608695652173,0.8913043478260869,0.5,0.0,0.03333333333333333,14231286549.677776,922792105263.161,0.0
0e66933c924764a59760aaae5368e7d1e0s88,57,37,1,34,57,11,48,33,0.6491228070175439,0.017543859649122806,0.5964912280701754,1.0,0.19298245614035087,0.8421052631578947,0.5789473684210527,0.05405405405405406,0.0,73223328591.71848,766742105263.1053,0.0
0e8212e286ee36da8945c2480e366417xa22x,3,1,1,3,3,1,3,1,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,45754385964.666664,5491184210526.0,0.0
0ea26a4028ffc16d9a8631d43e1b92105auao,383,10,1,45,381,1,321,17,0.02610966057441253,0.0026109660574412533,0.1174934725848564,0.9947780678851175,0.0026109660574412533,0.8381201044386423,0.044386422976501305,0.1,0.0,27532702392.112854,498190817714.1398,0.0
0eeffc5039b27a4dc2e420eca75b1fa55rv5q,41,18,1,26,41,1,12,19,0.43902439024390244,0.024390243902439025,0.6341463414634146,1.0,0.024390243902439025,0.2926829268292683,0.4634146341463415,0.2222222222222222,0.16666666666666666,342919493177.4806,820440878079.0471,0.0
0ef9be4eb3b6a03ac2945522964b242ap09cy,59,38,1,37,59,6,50,38,0.6440677966101694,0.01694915254237288,0.6271186440677966,1.0,0.1016949152542373,0.847457627118644,0.6440677966101694,0.0,0.0,4738134810.774561,5560072368421.026,0.0
0f33df2513a519a35c8b3dcf1d7c7416jjjzk,8016,112,1,290,7906,4,5625,1404,0.013972055888223553,0.000124750499001996,0.03617764471057884,0.9862774451097804,0.000499001996007984,0.7017215568862275,0.1751497005988024,0.26785714285714285,0.29464285714285715,3291053961125.0107,1840158686612.6782,0.0
0f3ee77a46dd5a09ad20b7c3e54ec614sbpvb,137,72,1,50,137,12,76,95,0.5255474452554745,0.0072992700729927005,0.36496350364963503,1.0,0.08759124087591241,0.5547445255474452,0.6934306569343066,0.0,0.0,16446673976.60886,308612187296.94366,1.0
0f4669e36b2e721dfe27f8633b277a1575erw,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0f8cb1baa83fefac10f885f79149bf13kn4nw,1370,336,1,312,1347,49,1104,34,0.24525547445255474,0.00072992700729927,0.22773722627737225,0.9832116788321168,0.03576642335766423,0.8058394160583942,0.024817518248175182,0.017857142857142856,0.03869047619047619,61287488847.70432,827575932544.1016,0.0
0fa357965f89388d8e7eb8cbc3b85c6bnnro4,123,46,1,51,123,6,87,11,0.37398373983739835,0.008130081300813009,0.4146341463414634,1.0,0.04878048780487805,0.7073170731707317,0.08943089430894309,0.021739130434782608,0.021739130434782608,11409548822.675499,944804113125.6432,0.0
